73280, 19598;
73463, 19606;
73657, 19599;
73862, 19587;
74078, 19558;
74305, 19509;
74540, 19459;
74783, 19370;
75031, 19278;
75285, 19185;
75544, 19071;
75807, 18937;
76073, 18795;
76341, 18640;
76610, 18472;
76879, 18297;
77147, 18114;
77414, 17920;
77678, 17708;
77938, 17484;
78193, 17269;
78442, 17065;
78684, 16837;
78918, 16600;
79143, 16350;
79358, 16104;
79573, 15864;
79777, 15614;
79968, 15337;
80145, 15077;
80307, 14828;
80454, 14580;
80586, 14312;
80701, 14062;
80799, 13808;
80880, 13582;
80945, 13352;
80994, 13112;
81024, 12894;
81037, 12677;
81034, 12460;
81013, 12258;
80976, 12052;
80923, 11868;
80853, 11699;
80767, 11536;
80666, 11401;
80551, 11270;
80422, 11152;
80280, 11032;
80126, 10932;
79960, 10857;
79783, 10793;
79596, 10740;
79400, 10693;
79196, 10668;
78985, 10661;
78767, 10667;
78544, 10681;
78316, 10717;
78085, 10764;
77851, 10812;
77614, 10890;
77376, 10980;
77138, 11090;
76902, 11210;
76669, 11345;
76438, 11480;
76210, 11626;
75986, 11784;
75767, 11960;
75554, 12139;
75348, 12331;
75149, 12532;
74959, 12734;
74777, 12950;
74606, 13169;
74445, 13381;
74294, 13614;
74154, 13849;
74028, 14084;
73914, 14314;
73812, 14552;
73723, 14793;
73648, 15033;
73587, 15269;
73540, 15500;
73507, 15730;
73487, 15952;
73481, 16166;
73489, 16377;
73511, 16578;
73547, 16768;
73596, 16948;
73658, 17128;
73734, 17294;
73823, 17450;
73924, 17586;
74036, 17707;
74159, 17800;
74293, 17901;
74437, 17986;
74592, 18053;
74755, 18106;
74926, 18137;
75103, 18161;
75287, 18161;
75476, 18154;
75668, 18131;
75864, 18104;
76063, 18049;
76264, 17990;
76466, 17920;
76668, 17832;
76869, 17722;
77067, 17614;
77262, 17499;
77454, 17375;
77642, 17242;
77826, 17110;
78005, 16954;
78177, 16786;
78343, 16619;
78501, 16450;
78651, 16266;
78792, 16083;
78924, 15890;
79046, 15690;
79157, 15488;
79257, 15290;
79347, 15083;
79424, 14875;
79489, 14668;
79542, 14462;
79583, 14263;
79611, 14069;
79627, 13884;
79631, 13700;
79623, 13515;
79604, 13332;
79573, 13158;
79529, 13013;
79475, 12867;
79410, 12734;
79336, 12605;
79253, 12491;
79161, 12380;
79061, 12280;
78953, 12213;
78840, 12133;
78720, 12068;
78593, 12015;
78461, 11985;
78325, 11947;
78185, 11922;
78042, 11909;
77896, 11919;
77747, 11934;
77598, 11972;
77449, 12021;
77301, 12072;
77154, 12141;
77009, 12224;
76866, 12306;
76725, 12415;
76589, 12512;
76456, 12634;
76328, 12759;
76207, 12889;
76092, 13024;
75983, 13168;
75880, 13320;
75785, 13475;
75698, 13631;
75618, 13785;
75546, 13945;
75482, 14093;
75426, 14257;
75379, 14423;
75340, 14573;
75309, 14732;
75287, 14883;
75274, 15029;
75269, 15171;
75272, 15302;
75283, 15430;
75301, 15560;
75327, 15685;
75360, 15792;
75400, 15889;
75448, 15979;
75502, 16065;
75563, 16151;
75629, 16230;
75702, 16295;
75780, 16345;
75862, 16383;
75948, 16431;
76037, 16468;
76130, 16488;
76227, 16506;
76326, 16509;
76427, 16503;
76530, 16497;
76635, 16484;
76740, 16448;
76846, 16410;
76952, 16362;
77057, 16319;
77160, 16259;
77262, 16205;
77363, 16141;
77461, 16070;
77556, 16001;
77649, 15931;
77739, 15839;
77824, 15756;
77905, 15656;
77982, 15557;
78053, 15457;
78119, 15367;
78180, 15255;
78236, 15145;
78286, 15030;
78330, 14931;
78368, 14814;
78400, 14720;
78426, 14592;
78446, 14495;
78460, 14405;
78469, 14306;
78472, 14201;
78469, 14115;
78461, 14035;
78448, 13952;
78430, 13875;
78407, 13791;
78378, 13711;
78344, 13637;
78305, 13576;
78262, 13506;
78214, 13446;
78162, 13397;
78107, 13352;
78049, 13325;
77988, 13294;
77925, 13283;
77860, 13271;
77793, 13268;
77724, 13257;
77654, 13262;
77584, 13272;
77514, 13300;
77445, 13323;
77376, 13356;
77308, 13384;
77242, 13409;
77176, 13452;
77111, 13493;
77048, 13552;
76988, 13613;
76930, 13677;
76875, 13728;
76822, 13797;
76773, 13869;
76727, 13932;
76683, 13996;
76642, 14056;
76606, 14139;
76574, 14210;
76544, 14290;
76518, 14376;
76497, 14442;
76479, 14509;
76464, 14571;
76453, 14629;
76445, 14696;
76440, 14764;
76439, 14834;
76442, 14894;
76448, 14957;
76457, 15015;
76467, 15058;
76479, 15111;
76493, 15163;
76509, 15209;
76526, 15257;
76545, 15293;
76564, 15328;
76584, 15359;
76605, 15385;
76625, 15397;
76643, 15414;
76661, 15439;
76678, 15459;
76694, 15459;
76708, 15482;
76721, 15490;
76731, 15489;
76737, 15493;
76740, 15474;
76737, 15470;
76730, 15480;
76719, 15473;
76704, 15464;
76684, 15455;
76659, 15457;
76629, 15472;
76596, 15458;
76557, 15449;
76512, 15435;
76461, 15420;
76403, 15437;
76339, 15435;
76270, 15435;
76195, 15433;
76113, 15445;
76026, 15453;
75933, 15479;
75833, 15496;
75728, 15507;
75617, 15539;
75501, 15557;
75379, 15589;
75253, 15639;
75123, 15686;
74989, 15739;
74852, 15782;
74712, 15837;
74569, 15885;
74424, 15956;
74277, 16030;
74130, 16108;
73983, 16193;
73837, 16291;
73693, 16389;
73552, 16487;
73414, 16586;
73278, 16695;
73147, 16815;
73021, 16937;
72901, 17048;
72789, 17179;
72684, 17314;
72587, 17449;
72500, 17578;
72422, 17708;
72354, 17856;
72298, 17997;
72254, 18134;
72223, 18265;
72204, 18400;
72199, 18543;
72208, 18665;
72232, 18786;
72270, 18884;
72321, 18995;
72388, 19105;
72470, 19194;
72567, 19275;
72679, 19335;
72805, 19402;
72946, 19450;
73102, 19491;
73273, 19528;
73459, 19537;
73657, 19540;
73869, 19527;
74094, 19500;
74331, 19455;
74578, 19402;
74835, 19328;
75102, 19243;
75378, 19134;
75660, 19007;
75949, 18866;
76242, 18732;
76541, 18567;
76843, 18408;
77148, 18230;
77455, 18043;
77760, 17832;
78064, 17627;
78366, 17380;
78663, 17141;
78955, 16895;
79240, 16656;
79518, 16391;
79788, 16124;
80048, 15860;
80297, 15593;
80535, 15315;
80761, 15025;
80972, 14738;
81168, 14467;
81349, 14179;
81515, 13906;
81665, 13622;
81797, 13364;
81912, 13097;
82008, 12839;
82086, 12584;
82145, 12326;
82186, 12071;
82207, 11836;
82208, 11606;
82190, 11398;
82154, 11190;
82099, 10981;
82025, 10798;
81932, 10615;
81821, 10456;
81693, 10302;
81548, 10160;
81385, 10058;
81207, 9949;
81014, 9851;
80806, 9773;
80584, 9698;
80347, 9644;
80098, 9606;
79837, 9594;
79566, 9591;
79286, 9598;
78996, 9615;
78698, 9651;
78393, 9713;
78084, 9791;
77768, 9877;
77450, 9990;
77128, 10108;
76804, 10240;
76481, 10388;
76159, 10560;
75838, 10752;
75521, 10947;
75208, 11161;
74901, 11383;
74601, 11614;
74309, 11870;
74026, 12122;
73753, 12398;
73493, 12675;
73243, 12961;
73006, 13259;
72783, 13564;
72573, 13872;
72379, 14189;
72201, 14513;
72042, 14837;
71900, 15158;
71774, 15485;
71668, 15814;
71581, 16139;
71514, 16460;
71466, 16768;
71439, 17074;
71430, 17364;
71441, 17658;
71473, 17933;
71525, 18189;
71597, 18431;
71691, 18674;
71804, 18896;
71935, 19103;
72086, 19289;
72254, 19445;
72441, 19600;
72645, 19724;
72866, 19831;
73101, 19935;
73351, 19997;
73614, 20040;
73889, 20045;
74175, 20050;
74471, 20021;
74776, 19976;
75087, 19915;
75403, 19827;
75723, 19721;
76046, 19603;
76371, 19456;
76696, 19291;
77018, 19111;
77337, 18908;
77653, 18699;
77963, 18476;
78266, 18240;
78561, 17990;
78847, 17729;
79123, 17445;
79387, 17173;
79639, 16875;
79875, 16578;
80097, 16277;
80302, 15973;
80490, 15653;
80661, 15338;
80814, 15014;
80946, 14687;
81058, 14385;
81151, 14060;
81222, 13762;
81274, 13462;
81306, 13157;
81316, 12868;
81305, 12597;
81274, 12323;
81224, 12068;
81154, 11801;
81064, 11567;
80955, 11356;
80829, 11144;
80685, 10954;
80525, 10775;
80350, 10611;
80160, 10474;
79957, 10342;
79741, 10241;
79513, 10150;
79276, 10080;
79030, 10047;
78776, 10011;
78516, 10007;
78251, 10028;
77983, 10056;
77712, 10104;
77440, 10177;
77167, 10269;
76894, 10378;
76623, 10503;
76357, 10664;
76095, 10829;
75839, 11007;
75590, 11200;
75348, 11392;
75114, 11607;
74890, 11843;
74676, 12087;
74472, 12336;
74280, 12592;
74100, 12861;
73936, 13127;
73785, 13404;
73647, 13679;
73522, 13968;
73413, 14255;
73321, 14533;
73242, 14818;
73177, 15105;
73128, 15372;
73095, 15634;
73077, 15885;
73076, 16134;
73090, 16378;
73118, 16606;
73161, 16813;
73218, 17024;
73290, 17230;
73377, 17412;
73478, 17577;
73591, 17745;
73716, 17888;
73853, 18014;
74000, 18115;
74158, 18229;
74327, 18299;
74504, 18361;
74689, 18421;
74880, 18461;
75078, 18485;
75281, 18497;
75490, 18482;
75702, 18455;
75917, 18417;
76137, 18356;
76357, 18286;
76578, 18202;
76797, 18099;
77014, 17993;
77229, 17869;
77442, 17726;
77648, 17582;
77849, 17430;
78044, 17258;
78232, 17074;
78411, 16871;
78582, 16675;
78742, 16474;
78892, 16276;
79031, 16064;
79161, 15860;
79280, 15645;
79387, 15413;
79480, 15198;
79561, 14970;
79629, 14743;
79684, 14513;
79724, 14290;
79752, 14080;
79767, 13860;
79768, 13658;
79757, 13457;
79733, 13270;
79696, 13091;
79647, 12907;
79586, 12742;
79515, 12598;
79433, 12452;
79342, 12321;
79242, 12199;
79131, 12089;
79013, 11998;
78888, 11912;
78755, 11849;
78616, 11786;
78472, 11748;
78325, 11718;
78171, 11690;
78014, 11696;
77856, 11717;
77695, 11741;
77534, 11785;
77373, 11830;
77212, 11900;
77054, 11988;
76900, 12075;
76748, 12171;
76600, 12282;
76455, 12412;
76316, 12542;
76180, 12676;
76050, 12817;
75927, 12963;
75811, 13129;
75702, 13285;
75602, 13461;
75507, 13624;
75421, 13789;
75342, 13961;
75271, 14131;
75207, 14313;
75151, 14475;
75102, 14632;
75061, 14795;
75028, 14959;
75003, 15119;
74985, 15284;
74975, 15435;
74971, 15578;
74974, 15726;
74985, 15876;
75000, 15995;
75021, 16115;
75046, 16229;
75077, 16320;
75111, 16431;
75150, 16518;
75192, 16591;
75235, 16668;
75281, 16738;
75327, 16801;
75375, 16851;
75424, 16899;
75473, 16948;
75524, 16991;
75576, 17016;
75625, 17043;
75670, 17044;
75713, 17041;
75751, 17036;
75787, 17037;
75818, 17037;
75845, 17013;
75866, 16988;
75881, 16975;
75890, 16938;
75894, 16909;
75892, 16876;
75884, 16846;
75867, 16816;
75844, 16777;
75814, 16739;
75774, 16695;
75726, 16658;
75672, 16621;
75610, 16591;
75543, 16554;
75465, 16514;
75380, 16485;
75292, 16450;
75196, 16425;
75092, 16409;
74982, 16399;
74868, 16387;
74748, 16382;
74624, 16388;
74497, 16408;
74370, 16427;
74238, 16447;
74105, 16495;
73973, 16537;
73842, 16591;
73712, 16642;
73585, 16702;
73460, 16781;
73339, 16846;
73223, 16915;
73115, 16998;
73012, 17081;
72918, 17187;
72834, 17281;
72759, 17397;
72693, 17514;
72638, 17615;
72596, 17722;
72568, 17834;
72550, 17952;
72548, 18071;
72562, 18183;
72591, 18293;
72636, 18392;
72696, 18499;
72773, 18590;
72866, 18687;
72976, 18768;
73103, 18828;
73247, 18875;
73406, 18931;
73581, 18980;
73774, 18999;
73980, 19001;
74203, 19028;
74439, 19009;
74689, 18989;
74951, 18953;
75226, 18891;
75512, 18808;
75809, 18712;
76115, 18603;
76428, 18475;
76747, 18337;
77072, 18195;
77403, 18047;
77739, 17876;
78076, 17681;
78414, 17476;
78751, 17249;
79085, 17029;
79416, 16785;
79739, 16534;
80052, 16285;
80354, 16031;
80645, 15771;
80924, 15487;
81190, 15198;
81443, 14911;
81683, 14623;
81910, 14341;
82123, 14056;
82323, 13760;
82509, 13463;
82680, 13170;
82837, 12886;
82980, 12601;
83104, 12315;
83208, 12025;
83291, 11755;
83354, 11490;
83394, 11232;
83413, 10976;
83410, 10743;
83385, 10504;
83338, 10280;
83269, 10056;
83178, 9851;
83065, 9670;
82932, 9487;
82778, 9313;
82602, 9158;
82406, 9032;
82190, 8904;
81956, 8789;
81702, 8691;
81430, 8620;
81143, 8550;
80839, 8495;
80519, 8465;
80184, 8453;
79838, 8469;
79479, 8489;
79108, 8530;
78731, 8589;
78339, 8667;
77943, 8760;
77542, 8874;
77134, 9007;
76720, 9167;
76305, 9342;
75888, 9533;
75472, 9737;
75058, 9960;
74643, 10205;
74236, 10466;
73834, 10740;
73443, 11034;
73052, 11345;
72676, 11667;
72308, 11996;
71954, 12344;
71611, 12710;
71283, 13087;
70976, 13475;
70688, 13864;
70415, 14275;
70166, 14700;
69937, 15133;
69730, 15557;
69546, 15993;
69391, 16432;
69263, 16872;
69154, 17299;
69072, 17734;
69020, 18148;
68996, 18553;
68997, 18954;
69031, 19345;
69098, 19716;
69189, 20064;
69307, 20388;
69456, 20702;
69632, 20992;
69839, 21263;
70074, 21496;
70333, 21698;
70617, 21876;
70929, 22030;
71265, 22140;
71617, 22230;
71993, 22274;
72384, 22291;
72792, 22285;
73216, 22229;
73653, 22152;
74102, 22035;
74562, 21901;
75028, 21742;
75501, 21550;
75980, 21331;
76459, 21093;
76939, 20818;
77415, 20516;
77887, 20202;
78353, 19861;
78810, 19505;
79255, 19144;
79688, 18749;
80105, 18341;
80506, 17923;
80888, 17497;
81249, 17074;
81589, 16634;
81907, 16192;
82199, 15751;
82466, 15283;
82704, 14839;
82914, 14381;
83096, 13931;
83246, 13477;
83366, 13045;
83455, 12612;
83518, 12204;
83547, 11782;
83546, 11367;
83510, 10967;
83445, 10583;
83348, 10222;
83223, 9884;
83069, 9542;
82886, 9245;
82679, 8957;
82445, 8709;
82183, 8468;
81901, 8239;
81593, 8040;
81265, 7867;
80920, 7708;
80554, 7590;
80180, 7488;
79789, 7418;
79380, 7367;
78973, 7352;
78548, 7359;
78115, 7407;
77673, 7462;
77239, 7566;
76793, 7692;
76351, 7841;
75909, 8018;
75478, 8215;
75049, 8440;
74621, 8691;
74208, 8959;
73803, 9255;
73410, 9573;
73028, 9907;
72662, 10264;
72310, 10634;
71975, 11023;
71654, 11428;
71362, 11843;
71079, 12272;
70819, 12717;
70572, 13166;
70359, 13615;
70165, 14072;
69996, 14531;
69847, 14987;
69726, 15447;
69630, 15903;
69559, 16351;
69512, 16790;
69495, 17216;
69505, 17637;
69534, 18045;
69594, 18438;
69679, 18815;
69795, 19163;
69929, 19497;
70091, 19815;
70273, 20110;
70478, 20385;
70710, 20621;
70964, 20842;
71242, 21031;
71537, 21185;
71850, 21312;
72179, 21407;
72524, 21473;
72877, 21522;
73246, 21542;
73625, 21538;
74015, 21496;
74411, 21432;
74815, 21332;
75221, 21207;
75631, 21058;
76042, 20874;
76452, 20683;
76856, 20462;
77258, 20229;
77653, 19967;
78042, 19690;
78417, 19391;
78782, 19048;
79132, 18704;
79468, 18351;
79788, 17992;
80087, 17627;
80371, 17248;
80631, 16865;
80871, 16477;
81088, 16070;
81282, 15675;
81449, 15278;
81595, 14873;
81713, 14467;
81813, 14062;
81882, 13677;
81928, 13290;
81954, 13397;
81969, 12997;
81960, 12625;
81926, 12254;
81873, 11918;
81793, 11577;
81680, 11260;
81551, 10949;
81400, 10663;
81222, 10390;
81024, 10142;
80816, 9916;
80589, 9719;
80342, 9541;
80082, 9377;
79807, 9248;
79520, 9149;
79226, 9067;
78922, 9027;
78610, 8995;
78297, 8987;
77970, 9021;
77651, 9065;
77329, 9139;
77009, 9242;
76681, 9361;
76356, 9513;
76045, 9672;
75734, 9862;
75425, 10074;
75124, 10310;
74831, 10561;
