70000, 20000;
70121, 19846;
70239, 19693;
70354, 19540;
70466, 19390;
70576, 19240;
70683, 19096;
70787, 18948;
70888, 18810;
70987, 18678;
71083, 18540;
71177, 18397;
71268, 18261;
71356, 18134;
71442, 18000;
71525, 17856;
71606, 17727;
71684, 17601;
71760, 17477;
71833, 17351;
71904, 17243;
71972, 17117;
72038, 17005;
72102, 16894;
72163, 16783;
72222, 16676;
72279, 16575;
72334, 16473;
72387, 16367;
72438, 16256;
72486, 16158;
72532, 16056;
72576, 15973;
72618, 15883;
72658, 15785;
72696, 15693;
72732, 15604;
72766, 15523;
72799, 15657;
72835, 15608;
72870, 15563;
72904, 15519;
72937, 15488;
72970, 15437;
73002, 15418;
73033, 15390;
73064, 15351;
73094, 15300;
73123, 15267;
73151, 15236;
73179, 15189;
73206, 15156;
73232, 15118;
73257, 15085;
73282, 15058;
73306, 15028;
73329, 14993;
73352, 14962;
73374, 14920;
73395, 14900;
73416, 14871;
73437, 14847;
73457, 14820;
73476, 14791;
73495, 14756;
73513, 14720;
73530, 14679;
73546, 14657;
73562, 14641;
73577, 14613;
73592, 14602;
73607, 14566;
73621, 14541;
73634, 14523;
73647, 14495;
73659, 14456;
73670, 14446;
73681, 14428;
73692, 14405;
73702, 14382;
73712, 14353;
73721, 14337;
73730, 14322;
73739, 14310;
73747, 14285;
73755, 14255;
73762, 14242;
73769, 14229;
73775, 14219;
73781, 14199;
73787, 14190;
73793, 14186;
73799, 14174;
73804, 14168;
73809, 14165;
73814, 14144;
73819, 14125;
73823, 14118;
73827, 14099;
73831, 14100;
73835, 14095;
73839, 14089;
73842, 14087;
73845, 14079;
73848, 14080;
73851, 14062;
73854, 14057;
73857, 14049;
73860, 14045;
73863, 14024;
73865, 14015;
73867, 14001;
73868, 14011;
73870, 14008;
73872, 14005;
73874, 14003;
73876, 14013;
73878, 14008;
73880, 13993;
73881, 13988;
73882, 13983;
73883, 13979;
73884, 13986;
73885, 13992;
73886, 13983;
73887, 13978;
73888, 13974;
73889, 13964;
73890, 13961;
73891, 13955;
73892, 13962;
73893, 13968;
73894, 13956;
73895, 13961;
73896, 13966;
73897, 13977;
73898, 13963;
73899, 13964;
73900, 13965;
73901, 13953;
73901, 13950;
73901, 13947;
73901, 13946;
73901, 13936;
73901, 13928;
73901, 13939;
73901, 13940;
73901, 13942;
73901, 13947;
73901, 13932;
73901, 13919;
73901, 13915;
73901, 13914;
73900, 13913;
73900, 13912;
73900, 13905;
73899, 13905;
73898, 13902;
73897, 13903;
73896, 13903;
73895, 13895;
73894, 13910;
73893, 13905;
73892, 13898;
73891, 13903;
73890, 13913;
73890, 13907;
73889, 13912;
73888, 13916;
73888, 13929;
73888, 13921;
73888, 13906;
73887, 13916;
73887, 13931;
73887, 13921;
73887, 13924;
73887, 13928;
73887, 13934;
73887, 13948;
73887, 13946;
73887, 13937;
73887, 13935;
73887, 13935;
73887, 13933;
73887, 13943;
73887, 13953;
73887, 13939;
73887, 13942;
73887, 13940;
73887, 13943;
73887, 13957;
73888, 13961;
73889, 13964;
73890, 13956;
73891, 13965;
73892, 13954;
73892, 13946;
73892, 13950;
73892, 13948;
73892, 13942;
73892, 13945;
73892, 13947;
73892, 13947;
73892, 13947;
73893, 13945;
73893, 13942;
73893, 13946;
73893, 13940;
73893, 13946;
73893, 13948;
73893, 13959;
73894, 13961;
73895, 13951;
73895, 13951;
73895, 13955;
73896, 13956;
73897, 13948;
73897, 13932;
73897, 13937;
73897, 13931;
73897, 13933;
73897, 13937;
73897, 13942;
73897, 13947;
73896, 13950;
73896, 13939;
73896, 13935;
73896, 13938;
73896, 13933;
73896, 13939;
73896, 13927;
73896, 13930;
73896, 13932;
73896, 13922;
73896, 13916;
73896, 13917;
73896, 13930;
73896, 13946;
73896, 13940;
73896, 13933;
73896, 13931;
73896, 13919;
73896, 13924;
73896, 13924;
73896, 13931;
73896, 13936;
73896, 13939;
73896, 13933;
73896, 13929;
73896, 13925;
73896, 13922;
73774, 13944;
73655, 13956;
73539, 13972;
73426, 13990;
73315, 13996;
73207, 14015;
73102, 14034;
73000, 14061;
72900, 14102;
72804, 14143;
72710, 14180;
72620, 14228;
72534, 14267;
72450, 14298;
72370, 14358;
72293, 14418;
72220, 14461;
72149, 14520;
72082, 14579;
72019, 14646;
71960, 14700;
71904, 14760;
71851, 14825;
71802, 14890;
71757, 14962;
71715, 15037;
71677, 15110;
71642, 15180;
71611, 15240;
71584, 15320;
71561, 15383;
71541, 15463;
71525, 15534;
71512, 15618;
71503, 15688;
71498, 15748;
71496, 15807;
71496, 15869;
71495, 15931;
71496, 15993;
71500, 16052;
71506, 16091;
71513, 16155;
71522, 16192;
71533, 16224;
71545, 16262;
71559, 16286;
71575, 16308;
71592, 16340;
71610, 16357;
71630, 16371;
71651, 16383;
71673, 16399;
71696, 16389;
71720, 16381;
71745, 16383;
71770, 16387;
71796, 16386;
71823, 16388;
71850, 16369;
71878, 16368;
71906, 16355;
71935, 16349;
71964, 16358;
